source,raw_field,clean_field,field_role,meaning,leakage_policy
dynamic_graph_features,,dyn_mem_low_bin_ratio_1h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_night_ratio_1h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_in_count_6h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_out_count_6h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_total_count_6h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_in_amount_6h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_out_amount_6h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_net_amount_6h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_in_out_amount_ratio_6h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_high_bin_ratio_6h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_low_bin_ratio_6h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_night_ratio_6h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_in_count_24h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_out_count_24h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_total_count_24h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_in_amount_24h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_out_amount_24h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_net_amount_24h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_in_out_amount_ratio_24h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_high_bin_ratio_24h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_low_bin_ratio_24h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_night_ratio_24h,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_in_count_7d,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_out_count_7d,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_total_count_7d,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_in_amount_7d,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_out_amount_7d,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_net_amount_7d,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_in_out_amount_ratio_7d,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_high_bin_ratio_7d,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_low_bin_ratio_7d,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_night_ratio_7d,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_last_event_age_hours,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_last_in_age_hours,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
dynamic_graph_features,,dyn_mem_last_out_age_hours,模型特征,TGN 思路的时间衰减节点记忆特征,仅由当前 split 交易窗口或账户画像生成，不包含目标标签字段
